pais,nombre_completo,club,posicion,partidos_internacionales
Argentina,Gerónimo Rulli,Marseille,Portero,7
Argentina,Juan Musso,Hamburg,Portero,11
Argentina,Leonardo Balerdi,Marseille,Defensa,50
Argentina,Nicolás Tagliafico,Lyon,Defensa,75
Argentina,Gonzalo Montiel,River Plate,Defensa,38
Argentina,Lisandro Martínez,Manchester United,Defensa,26
Argentina,Cristian Romero,Tottenham Hotspur,Defensa,49
Argentina,Nicolás Otamendi,Benfica,Defensa,130
Argentina,Facundo Medina,Marseille,Defensa,7
Argentina,Nahuel Molina,Atlético Madrid,Defensa,58
Argentina,Leandro Paredes,Boca Juniors,Mediocampista,77
Argentina,Rodrigo De Paul,Inter Miami,Mediocampista,85
Argentina,Valentín Barco,Strasbourg,Mediocampista,2
Argentina,Giovani Lo Celso,Real Betis,Mediocampista,65
Argentina,Exequiel Palacios,Bayer Leverkusen,Mediocampista,38
Argentina,Alexis Mac Allister,Liverpool,Mediocampista,44
Argentina,Enzo Fernández,Chelsea,Mediocampista,40
Argentina,Julián Alvarez,Atlético Madrid,Delantero,51
Argentina,Lionel Messi,Inter Miami,Delantero,198
Argentina,Nicolás González,Atlético Madrid,Delantero,50
Argentina,Thiago Almada,Atlético Madrid,Delantero,10
Argentina,Giuliano Simeone,Atlético Madrid,Delantero,11
Argentina,Nico Paz,Como,Delantero,8
Argentina,José Manuel López,Palmeiras,Delantero,3
Argentina,Lautaro Martínez,Inter Milan,Delantero,75
Argelia,Luca Zidane,Granada,Portero,6
Argelia,Oussama Benbot,USM Alger,Portero,2
Argelia,Melvin Mastil,Stade Nyonnais,Portero,1
Argelia,Aïssa Mandi,Lille,Defensa,116
Argelia,Ramy Bensebaini,Borussia Dortmund,Defensa,81
Argelia,Mohamed Amine Tougai,ES Tunis,Defensa,28
Argelia,Rayan Aït-Nouri,Manchester City,Defensa,27
Argelia,Jaouen Hadjam,Young Boys,Defensa,16
Argelia,Rafik Belghali,Hellas Verona,Defensa,11
Argelia,Zineddine Belaïd,JS Kabylie,Defensa,9
Argelia,Achref Abada,USM Alger,Defensa,6
Argelia,Samir Chergui,Paris FC,Defensa,4
Argelia,Nabil Bentaleb,Lille,Mediocampista,58
Argelia,Ramiz Zerrouki,Twente,Mediocampista,51
Argelia,Hicham Boudaoui,Nice,Mediocampista,32
Argelia,Farès Chaïbi,Eintracht Frankfurt,Mediocampista,28
Argelia,Houssem Aouar,Al Ittihad,Mediocampista,19
Argelia,Ibrahim Maza,Bayer Leverkusen,Mediocampista,15
Argelia,Yacine Titraoui,Charleroi,Mediocampista,5
Argelia,Riyad Mahrez,Al Ahli,Delantero,113
Argelia,Mohamed Amoura,Wolfsburg,Delantero,44
Argelia,Amine Gouiri,Marseille,Delantero,21
Argelia,Anis Hadj Moussa,Feyenoord,Delantero,13
Argelia,Adil Boulbina,Al Duhail,Delantero,10
Argelia,Nadhir Benbouali,Györ,Delantero,2
Argelia,Farès Ghedjemis,Frosinone,Delantero,1
Jordania,Yazeed Abulaila,Al Hussein,Portero,75
Jordania,Nour Bani Attiah,Al Faisaly,Portero,4
Jordania,Abdallah Al-Fakhouri,Al Wehdat,Portero,11
Jordania,Mohammad Abu Hashish,Al Karma,Defensa,55
Jordania,Abdallah Nasib,Al Zawraa,Defensa,64
Jordania,Husam Abu Dahab,Al Faisaly,Defensa,17
Jordania,Yazan Al-Arab,FC Seoul,Defensa,79
Jordania,Mo Abualnadi,Selangor,Defensa,17
Jordania,Salim Obaid,Al Hussein,Defensa,10
Jordania,Saed Al-Rosan,Al Hussein,Defensa,20
Jordania,Ihsan Haddad,Al Hussein,Mediocampista,91
Jordania,Anas Badawi,Al Faisaly,Mediocampista,1
Jordania,Amer Jamous,Al Zawraa,Mediocampista,18
Jordania,Noor Al-Rawabdeh,Selangor,Mediocampista,67
Jordania,Rajaei Ayed,Al Hussein,Mediocampista,72
Jordania,Ibrahim Sadeh,Al Karma,Mediocampista,56
Jordania,Mohannad Abu Taha,Al-Quwa Al-Jawiya,Mediocampista,28
Jordania,Nizar Al-Rashdan,Qatar SC,Mediocampista,46
Jordania,Mohammad Al-Dawoud,Al Wehdat,Mediocampista,12
Jordania,Mohammad Abu Zrayq,Raja Casablanca,Delantero,40
Jordania,Ali Olwan,Al Sailiya,Delantero,65
Jordania,Musa Al-Taamari,Rennes,Delantero,91
Jordania,Odeh Al-Fakhouri,Pyramids,Delantero,9
Jordania,Mahmoud Al-Mardi,Al Hussein,Delantero,88
Jordania,Ibrahim Sabra,Lokomotiva Zagreb,Delantero,9
Jordania,Ali Azaizeh,Al Shabab,Delantero,3
Austria,Alexander Schlager,RB Salzburg,Portero,25
Austria,Patrick Pentz,Brøndby,Portero,18
Austria,Florian Wiegele,Viktoria Plzen,Portero,1
Austria,David Alaba,Real Madrid,Defensa,112
Austria,Stefan Posch,Mainz 05,Defensa,51
Austria,Philipp Lienhart,Freiburg,Defensa,40
Austria,Kevin Danso,Tottenham Hotspur,Defensa,31
Austria,Phillipp Mwene,Mainz 05,Defensa,29
Austria,Alexander Prass,Hoffenheim,Defensa,18
Austria,Marco Friedl,Werder Bremen,Defensa,10
Austria,Michael Svoboda,Venezia,Defensa,4
Austria,David Affengruber,Elche,Defensa,1
Austria,Marcel Sabitzer,Borussia Dortmund,Mediocampista,97
Austria,Christoph Baumgartner,RB Leipzig,Mediocampista,58
Austria,Florian Grillitsch,Braga,Mediocampista,58
Austria,Konrad Laimer,Bayern Munich,Mediocampista,56
Austria,Xaver Schlager,RB Leipzig,Mediocampista,50
Austria,Nicolas Seiwald,RB Leipzig,Mediocampista,46
Austria,Alessandro Schöpf,Wolfsberger AC,Mediocampista,35
Austria,Romano Schmid,Werder Bremen,Mediocampista,33
Austria,Patrick Wimmer,Wolfsburg,Mediocampista,30
Austria,Carney Chukwuemeka,Borussia Dortmund,Mediocampista,2
Austria,Paul Wanner,PSV Eindhoven,Mediocampista,2
Austria,Marko Arnautović,Red Star Belgrade,Delantero,132
Austria,Michael Gregoritsch,Augsburg,Delantero,74
Austria,Saša Kalajdžić,LASK,Delantero,21
Portugal,Diogo Costa,Porto,Portero,42
Portugal,José Sá,Wolverhampton Wanderers,Portero,4
Portugal,Rui Silva,Sporting CP,Portero,2
Portugal,Rúben Dias,Manchester City,Defensa,74
Portugal,João Cancelo,Barcelona,Defensa,66
Portugal,Nélson Semedo,Fenerbahçe,Defensa,48
Portugal,Nuno Mendes,Paris Saint-Germain,Defensa,43
Portugal,Diogo Dalot,Manchester United,Defensa,33
Portugal,Gonçalo Inácio,Sporting CP,Defensa,20
Portugal,Matheus Nunes,Manchester City,Defensa,19
Portugal,Renato Veiga,Villarreal,Defensa,11
Portugal,Tomás Araújo,Benfica,Defensa,3
Portugal,Bernardo Silva,Manchester City,Mediocampista,107
Portugal,Bruno Fernandes,Manchester United,Mediocampista,87
Portugal,Rúben Neves,Al Hilal,Mediocampista,65
Portugal,Vitinha,Paris Saint-Germain,Mediocampista,37
Portugal,João Neves,Paris Saint-Germain,Mediocampista,21
Portugal,Samú Costa,Mallorca,Mediocampista,4
Portugal,Cristiano Ronaldo,Al Nassr,Delantero,226
Portugal,João Félix,Al Nassr,Delantero,52
Portugal,Rafael Leão,Milan,Delantero,43
Portugal,Gonçalo Guedes,Real Sociedad,Delantero,33
Portugal,Gonçalo Ramos,Paris Saint-Germain,Delantero,24
Portugal,Pedro Neto,Chelsea,Delantero,23
Portugal,Francisco Trincão,Sporting CP,Delantero,17
Portugal,Francisco Conceição,Juventus,Delantero,15
Congo,Lionel Mpasi,Le Havre,Portero,27
Congo,Timothy Fayulu,Noah,Portero,3
Congo,Matthieu Epolo,Standard Liège,Portero,1
Congo,Chancel Mbemba,Lille,Defensa,107
Congo,Arthur Masuaku,Lens,Defensa,44
Congo,Gédéon Kalulu,Aris Limassol,Defensa,27
Congo,Joris Kayembe,Genk,Defensa,24
Congo,Dylan Batubinsika,AEL,Defensa,14
Congo,Axel Tuanzebe,Burnley,Defensa,12
Congo,Aaron Wan-Bissaka,West Ham United,Defensa,10
Congo,Steve Kapuadi,Widzew Łódź,Defensa,3
Congo,Meschak Elia,Alanyaspor,Mediocampista,68
Congo,Samuel Moutoussamy,Atromitos,Mediocampista,56
Congo,Edo Kayembe,Watford,Mediocampista,41
Congo,Charles Pickel,Espanyol,Mediocampista,33
Congo,Gaël Kakuta,AEL,Mediocampista,30
Congo,Noah Sadiki,Sunderland,Mediocampista,18
Congo,Nathanaël Mbuku,Montpellier,Mediocampista,17
Congo,Aaron Tshibola,Kilmarnock,Mediocampista,16
Congo,Ngal'ayel Mukau,Lille,Mediocampista,12
Congo,Brian Cipenga,Castellón,Delantero,7
Congo,Cédric Bakambu,Real Betis,Delantero,68
Congo,Théo Bongonda,Spartak Moscow,Delantero,37
Congo,Fiston Mayele,Pyramids,Delantero,37
Congo,Yoane Wissa,Newcastle United,Delantero,36
Congo,Simon Banza,Al Jazira,Delantero,14
Uzbekistán,Utkir Yusupov,Navbahor,Portero,39
Uzbekistán,Abduvohid Nematov,Nasaf,Portero,7
Uzbekistán,Botirali Ergashev,Neftchi,Portero,2
Uzbekistán,Abdukodir Khusanov,Manchester City,Defensa,25
Uzbekistán,Khojiakbar Alijonov,Pakhtakor,Defensa,40
Uzbekistán,Farrukh Sayfiev,Neftchi,Defensa,44
Uzbekistán,Rustam Ashurmatov,Esteghlal,Defensa,47
Uzbekistán,Sherzod Nasrullaev,Nasaf,Defensa,29
Uzbekistán,Umar Eshmurodov,Nasaf,Defensa,29
Uzbekistán,Abdulla Abdullaev,Dibba,Defensa,16
Uzbekistán,Bekhruz Karimov,Surkhon,Defensa,2
Uzbekistán,Avazbek Ulmasaliev,AGMK,Defensa,0
Uzbekistán,Jakhongir Urozov,Dinamo Samarquand,Mediocampista,2
Uzbekistán,Akmal Mozgovoy,Pakhtakor,Mediocampista,23
Uzbekistán,Otabek Shukurov,Baniyas,Mediocampista,82
Uzbekistán,Jamshid Iskanderov,Neftchi,Mediocampista,37
Uzbekistán,Odiljon Hamrobekov,Tractor,Mediocampista,71
Uzbekistán,Jaloliddin Masharipov,Esteghlal,Mediocampista,74
Uzbekistán,Oston Urunov,Persepolis,Mediocampista,40
Uzbekistán,Dostonbek Khamdamov,Pakhtakor,Mediocampista,33
Uzbekistán,Azizjon Ganiev,Al Bataeh,Mediocampista,18
Uzbekistán,Abbosbek Fayzullaev,İstanbul Başakşehir,Delantero,30
Uzbekistán,Sherzod Esanov,Bukhara,Delantero,0
Uzbekistán,Eldor Shomurodov,İstanbul Başakşehir,Delantero,90
Uzbekistán,Azizbek Amonov,Bukhara,Delantero,11
Uzbekistán,Igor Sergeev,Persepolis,Delantero,81
Colombia,David Ospina,Atlético Nacional,Portero,129
Colombia,Camilo Vargas,Atlas,Portero,40
Colombia,Álvaro Montero,Vélez Sarsfield,Portero,11
Colombia,Davinson Sánchez,Galatasaray,Defensa,77
Colombia,Santiago Arias,Independiente,Defensa,66
Colombia,Yerry Mina,Cagliari,Defensa,52
Colombia,Daniel Muñoz,Crystal Palace,Defensa,44
Colombia,Johan Mojica,Mallorca,Defensa,43
Colombia,Jhon Lucumi,Bologna,Defensa,35
Colombia,Deiver Machado,Nantes,Defensa,14
Colombia,Willer Ditta,Cruz Azul,Defensa,3
Colombia,James Rodríguez,Minnesota United,Mediocampista,124
Colombia,Jefferson Lerma,Crystal Palace,Mediocampista,64
Colombia,Juan Fernando Quintero,River Plate,Mediocampista,47
Colombia,Jhon Arias,Palmeiras,Mediocampista,36
Colombia,Richard Ríos,Benfica,Mediocampista,30
Colombia,Kevin Castaño,River Plate,Mediocampista,24
Colombia,Jorge Carrascal,Flamengo,Mediocampista,22
Colombia,Jaminton Campaz,Rosario Central,Mediocampista,9
Colombia,Juan Portilla,Athletico Paranaense,Mediocampista,8
Colombia,Gustavo Puerta,Racing Santander,Mediocampista,4
Colombia,Luis Díaz,Bayern Munich,Delantero,72
Colombia,Jhon Córdoba,Krasnodar,Delantero,21
Colombia,Luis Suárez,Sporting CP,Delantero,10
Colombia,Cucho Hernández,Real Betis,Delantero,7
Colombia,Andrés Gómez,Vasco da Gama,Delantero,6
Inglaterra,Jordan Pickford,Everton,Portero,82
Inglaterra,Dean Henderson,Crystal Palace,Portero,4
Inglaterra,James Trafford,Manchester City,Portero,1
Inglaterra,John Stones,Manchester City,Defensa,87
Inglaterra,Marc Guéhi,Manchester City,Defensa,27
Inglaterra,Reece James,Chelsea,Defensa,22
Inglaterra,Ezri Konsa,Aston Villa,Defensa,18
Inglaterra,Dan Burn,Newcastle United,Defensa,6
Inglaterra,Tino Livramento,Newcastle United,Defensa,5
Inglaterra,Djed Spence,Tottenham Hotspur,Defensa,4
Inglaterra,Nico O'Reilly,Manchester City,Defensa,3
Inglaterra,Jarell Quansah,Bayer Leverkusen,Defensa,1
Inglaterra,Jordan Henderson,Brentford,Mediocampista,89
Inglaterra,Declan Rice,Arsenal,Mediocampista,72
Inglaterra,Jude Bellingham,Real Madrid,Mediocampista,46
Inglaterra,Morgan Rogers,Aston Villa,Mediocampista,13
Inglaterra,Kobbie Mainoo,Manchester United,Mediocampista,12
Inglaterra,Elliot Anderson,Nottingham Forest,Mediocampista,7
Inglaterra,Harry Kane,Bayern Munich,Delantero,112
Inglaterra,Marcus Rashford,Barcelona,Delantero,70
Inglaterra,Bukayo Saka,Arsenal,Delantero,48
Inglaterra,Ollie Watkins,Aston Villa,Delantero,20
Inglaterra,Anthony Gordon,Newcastle United,Delantero,17
Inglaterra,Eberechi Eze,Arsenal,Delantero,16
Inglaterra,Noni Madueke,Arsenal,Delantero,10
Inglaterra,Ivan Toney,Al Ahli,Delantero,7
Croacia,Dominik Livaković,Dinamo Zagreb,Portero,73
Croacia,Dominik Kotarski,Copenhagen,Portero,3
Croacia,Ivor Pandur,Hull City,Portero,0
Croacia,Joško Gvardiol,Manchester City,Defensa,46
Croacia,Duje Ćaleta-Car,Real Sociedad,Defensa,38
Croacia,Josip Šutalo,Ajax,Defensa,31
Croacia,Josip Stanišić,Bayern Munich,Defensa,29
Croacia,Marin Pongračić,Fiorentina,Defensa,18
Croacia,Martin Erlić,Midtjylland,Defensa,12
Croacia,Luka Vušković,Hamburg,Defensa,4
Croacia,Luka Modrić,AC Milan,Mediocampista,196
Croacia,Mateo Kovačić,Manchester City,Mediocampista,111
Croacia,Mario Pašalić,Atalanta,Mediocampista,83
Croacia,Nikola Vlašić,Torino,Mediocampista,61
Croacia,Luka Sučić,Real Sociedad,Mediocampista,19
Croacia,Martin Baturina,Como,Mediocampista,17
Croacia,Kristijan Jakić,Augsburg,Mediocampista,16
Croacia,Petar Sučić,Inter Milan,Mediocampista,15
Croacia,Nikola Moro,Bologna,Mediocampista,9
Croacia,Toni Fruk,Rijeka,Mediocampista,7
Croacia,Ivan Perišić,PSV Eindhoven,Delantero,152
Croacia,Andrej Kramarić,Hoffenheim,Delantero,114
Croacia,Ante Budimir,Osasuna,Delantero,36
Croacia,Marco Pašalić,Orlando City,Delantero,13
Croacia,Petar Musa,FC Dallas,Delantero,10
Croacia,Igor Matanović,Freiburg,Delantero,8
Ghana,Lawrence Ati-Zigi,St. Gallen,Portero,28
Ghana,Joseph Anang,St. Patrick's Athletic,Portero,1
Ghana,Benjamin Asare,Hearts of Oak,Portero,10
Ghana,Alidu Seidu,Rennes,Defensa,23
Ghana,Jonas Adjetey,Wolfsburg,Defensa,9
Ghana,Abdul Mumin,Rayo Vallecano,Defensa,4
Ghana,Gideon Mensah,Auxerre,Defensa,39
Ghana,Abdul Rahman Baba,PAOK,Defensa,52
Ghana,Jerome Opoku,İstanbul Başakşehir,Defensa,10
Ghana,Kojo Peprah Oppong,Nice,Defensa,4
Ghana,Derrick Luckassen,Pafos,Defensa,1
Ghana,Marvin Senaya,Auxerre,Defensa,1
Ghana,Caleb Yirenkyi,Nordsjælland,Mediocampista,10
Ghana,Thomas Partey,Villarreal,Mediocampista,56
Ghana,Kwasi Sibo,Real Oviedo,Mediocampista,7
Ghana,Antoine Semenyo,Manchester City,Mediocampista,34
Ghana,Elisha Owusu,Auxerre,Mediocampista,19
Ghana,Augustine Boakye,St. Etienné,Mediocampista,0
Ghana,Abdul Fatawu,Leicester,Delantero,27
Ghana,Jordan Ayew,Leicester,Delantero,117
Ghana,Brandon Thomas-Asante,Coventry,Delantero,7
Ghana,Christopher Bonsu Baah,Al Qadsiah,Delantero,8
Ghana,Iñaki Williams,Athletic Club,Delantero,25
Ghana,Kamaldeen Sulemana,Atalanta,Delantero,27
Ghana,Ernest Nuamah,Lyon,Delantero,18
Ghana,Prince Kwabena Adu,Viktoria Plzeň,Delantero,4
Panamá,Luis Mejía,Nacional,Portero,56
Panamá,Orlando Mosquera,Al Fayha,Portero,46
Panamá,César Samudio,Marathón,Portero,4
Panamá,Eric Davis,Plaza Amador,Defensa,104
Panamá,Fidel Escobar,Saprissa,Defensa,96
Panamá,Michael Amir Murillo,Beşiktaş,Defensa,91
Panamá,Roderick Miller,Turan Tovuz,Defensa,48
Panamá,Andrés Andrade,LASK,Defensa,47
Panamá,César Blackman,Slovan Bratislava,Defensa,37
Panamá,José Córdoba,Norwich City,Defensa,30
Panamá,Jiovany Ramos,Puerto Cabello,Defensa,20
Panamá,Jorge Gutiérrez,Deportivo La Guaira,Defensa,17
Panamá,Edgardo Fariña,Pari Nizhny Novgorod,Defensa,15
Panamá,Aníbal Godoy,San Diego FC,Mediocampista,159
Panamá,Alberto Quintero,Plaza Amador,Mediocampista,140
Panamá,Yoel Bárcenas,Mazatlán,Mediocampista,101
Panamá,Adalberto Carrasquilla,UNAM,Mediocampista,73
Panamá,José Luis Rodríguez,Juárez,Mediocampista,67
Panamá,Cristian Martínez,Ironi Kiryat Shmona,Mediocampista,63
Panamá,César Yanis,Cobresal,Mediocampista,55
Panamá,Carlos Harvey,Minnesota United,Mediocampista,25
Panamá,Azarias Londoño,Universidad Católica,Mediocampista,10
Panamá,José Fajardo,Universidad Católica,Delantero,65
Panamá,Ismael Díaz,Club León,Delantero,54
Panamá,Cecilio Waterman,Universidad de Concepción,Delantero,52
Panamá,Tomás Rodríguez,Saprissa,Delantero,11
